Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Donald J. Trumpl Mike Pence,DEM Hillary Clinton lTim Kaine,LIB Gary Johnson I William Weld,GRN Jill Stein IAjamu Baraka,Darrell L. Castle I Scott N. Bradley,Scott Cubblerl Michael Rodriguez,Cherunda Foxl Roger Kushner,Tom Hoeflingl Steve Schulin
President and Vice President,0776,1437,538,1975,3276,60.29%,0,0,0,7,0,0,0,0
President and Vice President,0777,202,105,307,767,40.03%,0,0,0,0,0,0,0,0
President and Vice President,0778,0,3,3,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0779,263,160,423,1019,41.51%,0,0,0,1,0,1,0,0
President and Vice President,0780,170,130,300,666,45.05%,0,0,0,0,0,0,0,0
President and Vice President,0781,1241,612,1853,3782,49.00%,0,0,0,2,0,0,0,0
President and Vice President,0782,1049,368,1417,2355,60.17%,0,0,0,18,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0783,197,90,287,520,55.19%,0,0,0,0,0,0,0,0
President and Vice President,0784,408,119,527,1062,49.62%,0,0,0,1,0,0,0,0
President and Vice President,0785,1236,357,1593,1896,84.02%,0,0,0,12,0,0,0,0
President and Vice President,0786,397,177,574,1258,45.63%,0,0,0,0,0,0,0,0
President and Vice President,0787,180,83,263,542,48.52%,0,0,0,0,0,0,0,0
President and Vice President,0788,2,0,2,13,15.38%,0,0,0,0,0,0,0,0
President and Vice President,0789,1380,420,1800,2998,60.04%,1,0,0,2,0,0,0,0
President and Vice President,0790,1143,329,1472,2523,58.34%,0,0,0,2,0,0,0,0
President and Vice President,0791,9,3,12,29,41.38%,0,0,0,0,0,0,0,0
President and Vice President,0792,648,415,1063,1954,54.40%,0,0,1,2,0,0,0,0
President and Vice President,0793,985,416,1401,2620,53.47%,0,0,0,2,0,0,0,0
President and Vice President,0794,626,411,1037,3208,32.33%,0,0,0,2,0,0,0,0
President and Vice President,0795,396,2,398,1281,31.07%,0,0,0,0,0,0,0,0
President and Vice President,0796,1373,465,1838,3041,60.44%,0,0,0,10,0,0,0,0
President and Vice President,0797,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0798,223,142,365,521,70.06%,0,0,0,1,0,0,0,0
President and Vice President,0799,58,26,84,171,49.12%,0,0,0,0,0,0,0,0
President and Vice President,0800,1938,730,2668,4216,63.28%,0,0,2,10,0,0,0,0
President and Vice President,0801,90,44,134,261,51.34%,0,0,0,0,0,0,0,0
President and Vice President,0802,54,21,75,224,33.48%,0,0,0,1,0,0,0,0
President and Vice President,0803,2672,547,3219,4514,71.31%,0,0,1,21,0,0,0,0
President and Vice President,0804,2704,682,3386,5303,63.85%,0,0,0,14,0,0,0,0
President and Vice President,0805,1601,454,2055,2874,71.50%,1,0,2,9,0,0,0,0
President and Vice President,0806,1004,324,1328,1889,70.30%,0,0,0,5,0,0,0,0
President and Vice President,0807,801,349,1150,2163,53.17%,0,0,0,4,0,0,0,0
President and Vice President,0808,143,57,200,232,86.21%,0,0,0,5,0,0,0,0
President and Vice President,0809,19,7,26,98,26.53%,0,0,0,0,0,0,0,0
President and Vice President,0810,47,31,78,197,39.59%,0,0,0,0,0,0,0,0
President and Vice President,0811,82,68,150,277,54.15%,0,0,0,0,0,0,0,0
President and Vice President,0812,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0813,1747,434,2181,3488,62.53%,0,0,0,10,0,0,0,0
President and Vice President,0814,1976,827,2803,5483,51.12%,1,0,0,2,0,0,0,0
President and Vice President,0815,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0816,23,10,33,64,51.56%,0,0,0,0,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0817,2792,550,3342,4700,71.11%,0,0,0,24,0,0,0,0
President and Vice President,0818,209,104,313,737,42.47%,0,0,0,0,0,0,0,0
President and Vice President,0819,113,31,144,228,63.16%,0,0,0,0,0,0,0,0
President and Vice President,0820,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0821,362,188,550,1295,42.47%,0,0,0,0,0,0,0,0
President and Vice President,0822,571,185,756,1574,48.03%,0,0,0,1,0,0,0,0
President and Vice President,0823,1339,410,1749,3017,57.97%,0,0,1,5,0,0,0,0
President and Vice President,0824,1059,410,1469,2762,53.19%,0,0,3,0,0,0,0,0
President and Vice President,0825,9,7,16,21,76.19%,0,0,0,0,0,0,0,0
President and Vice President,0826,177,70,247,355,69.58%,0,0,0,1,0,0,0,0
President and Vice President,0827,218,234,452,1042,43.38%,0,0,0,0,0,0,0,0
President and Vice President,0828,1176,281,1457,1965,74.15%,0,0,0,13,0,0,0,0
President and Vice President,0829,102,19,121,235,51.49%,0,0,0,0,0,0,0,0
President and Vice President,0830,2,2,4,2,200.00%,0,0,0,0,0,0,0,0
President and Vice President,0831,8,5,13,36,36.11%,0,0,0,0,0,0,0,0
President and Vice President,0832,125,50,175,364,48.08%,0,0,0,0,0,0,0,0
President and Vice President,0833,3,2,5,20,25.00%,0,0,0,0,0,0,0,0
President and Vice President,0834,142,61,203,388,52.32%,0,0,0,0,0,0,0,0
President and Vice President,0835,87,71,158,311,50.80%,0,0,0,0,0,0,0,0
President and Vice President,0836,128,0,128,248,51.61%,0,0,0,0,0,0,0,0
President and Vice President,0837,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0838,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0839,419,174,593,1190,49.83%,1,0,0,0,0,0,0,0
President and Vice President,0840,832,228,1060,1780,59.55%,0,0,1,3,0,0,0,0
President and Vice President,0841,1476,475,1951,3431,56.86%,0,0,0,0,0,0,0,0
President and Vice President,0842,1341,513,1854,3390,54.69%,0,0,0,2,0,0,0,0
President and Vice President,0843,595,298,893,1387,64.38%,0,0,0,0,0,0,0,0
President and Vice President,0844,4,0,4,10,40.00%,0,0,0,0,0,0,0,0
President and Vice President,0845,152,13,165,218,75.69%,0,0,0,0,0,0,0,0
President and Vice President,0846,61,22,83,229,36.24%,0,0,0,0,0,0,0,0
President and Vice President,0847,993,330,1323,2310,57.27%,0,0,0,4,0,0,0,0
President and Vice President,0848,1015,201,1216,1875,64.85%,0,0,0,2,0,0,0,0
President and Vice President,0849,731,455,1186,2272,52.20%,0,0,0,1,0,0,0,0
President and Vice President,0850,129,19,148,208,71.15%,0,0,0,0,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0851,1888,441,2329,3597,64.75%,0,0,1,18,0,0,0,0
President and Vice President,0852,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0853,1641,487,2128,2986,71.27%,0,0,0,21,0,0,0,0
President and Vice President,0854,40,19,59,175,33.71%,0,0,0,0,0,0,0,0
President and Vice President,0855,7,2,9,21,42.86%,0,0,0,0,0,0,0,0
President and Vice President,0856,0,3,3,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0857,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0858,122,35,157,334,47.01%,0,0,0,0,0,0,0,0
President and Vice President,0859,391,143,534,945,56.51%,0,0,0,0,0,0,0,0
President and Vice President,0860,1,1,2,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0861,778,272,1050,1941,54.10%,0,0,0,2,0,0,0,0
President and Vice President,0862,1995,508,2503,3739,66.94%,0,0,0,19,0,0,0,0
President and Vice President,0863,192,64,256,581,44.06%,0,0,0,0,0,0,0,0
President and Vice President,0864,693,574,1267,2708,46.79%,0,0,0,1,0,0,0,0
President and Vice President,0865,9,2,11,21,52.38%,0,0,0,0,0,0,0,0
President and Vice President,0866,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0867,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0868,737,495,1232,2446,50.37%,0,0,1,2,0,0,0,0
President and Vice President,0869,166,55,221,480,46.04%,0,0,0,3,0,0,0,0
President and Vice President,0870,0,2,2,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0871,2,1,3,3,100.00%,0,0,0,0,0,0,0,0
President and Vice President,0872,16,6,22,68,32.35%,0,0,0,0,0,0,0,0
President and Vice President,0873,296,111,407,778,52.31%,0,0,0,1,0,0,0,0
President and Vice President,0874,1683,670,2353,3294,71.43%,0,0,0,17,0,0,0,0
President and Vice President,0875,1954,501,2455,3592,68.35%,0,0,0,9,0,0,0,0
President and Vice President,0876,1950,577,2527,3485,72.51%,0,0,0,17,0,0,0,0
President and Vice President,0877,1807,528,2335,3651,63.96%,0,0,0,15,0,0,0,0
President and Vice President,0878,685,110,795,1039,76.52%,0,0,0,10,0,0,0,0
President and Vice President,0879,1222,413,1635,2843,57.51%,0,0,0,10,0,0,0,0
President and Vice President,0880,1358,471,1829,2467,74.14%,0,0,0,20,0,0,0,0
President and Vice President,0881,2469,927,3396,5638,60.23%,0,0,0,12,1,0,0,0
President and Vice President,0882,1958,595,2553,4317,59.14%,0,0,0,6,0,0,0,0
President and Vice President,0883,2254,928,3182,5613,56.69%,0,0,0,2,0,0,0,0
President and Vice President,0884,149,55,204,396,51.52%,0,0,0,0,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0885,1575,323,1898,2811,67.52%,0,0,0,2,0,0,0,0
President and Vice President,0886,499,152,651,906,71.85%,0,0,0,5,0,0,0,0
President and Vice President,0887,239,95,334,492,67.89%,0,0,0,1,0,0,0,0
President and Vice President,0888,820,289,1109,1867,59.40%,0,0,0,4,0,0,0,0
President and Vice President,0889,114,28,142,238,59.66%,0,0,0,1,0,0,0,0
President and Vice President,0890,450,98,548,1214,45.14%,0,0,0,2,0,0,0,0
President and Vice President,0891,758,194,952,1376,69.19%,0,0,0,3,0,0,0,0
President and Vice President,0892,429,123,552,900,61.33%,0,0,0,3,0,0,0,0
President and Vice President,0893,1,4,5,9,55.56%,0,0,0,0,0,0,0,0
President and Vice President,0894,808,305,1113,2087,53.33%,0,0,0,1,0,0,0,0
President and Vice President,0895,424,252,676,834,81.06%,0,0,0,3,0,0,0,0
President and Vice President,0896,855,254,1109,1467,75.60%,0,0,1,6,0,0,0,0
President and Vice President,0897,815,365,1180,1766,66.82%,0,0,0,1,0,0,0,0
President and Vice President,0898,793,301,1094,1821,60.08%,0,0,0,1,0,0,0,0
President and Vice President,0899,747,165,912,1264,72.15%,0,0,0,4,0,0,0,0
President and Vice President,0900,7,0,7,12,58.33%,0,0,0,0,0,0,0,0
President and Vice President,0901,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0902,1318,361,1679,2217,75.73%,1,0,0,19,0,0,0,0
President and Vice President,0903,1320,354,1674,2558,65.44%,0,0,0,13,0,0,0,0
President and Vice President,0904,2,0,2,8,25.00%,0,0,0,0,0,0,0,0
President and Vice President,0905,390,136,526,946,55.60%,0,0,0,0,0,0,0,0
President and Vice President,0906,19,3,22,28,78.57%,0,0,0,0,0,0,0,0
President and Vice President,0907,53,37,90,201,44.78%,0,0,0,0,0,0,0,0
President and Vice President,0908,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0909,7,1,8,21,38.10%,0,0,0,0,0,0,0,0
President and Vice President,0910,78,37,115,236,48.73%,0,0,0,0,0,0,0,0
President and Vice President,0911,237,63,300,576,52.08%,0,0,0,1,0,0,0,0
President and Vice President,0912,712,167,879,1341,65.55%,0,0,0,4,0,0,0,0
President and Vice President,0913,102,12,114,241,47.30%,0,0,0,0,0,0,0,0
President and Vice President,0914,42,0,42,124,33.87%,0,0,0,0,0,0,0,0
President and Vice President,0915,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0916,1474,308,1782,2205,80.82%,0,0,1,8,0,0,0,0
President and Vice President,0917,34,9,43,147,29.25%,0,0,0,0,0,0,0,0
President and Vice President,0918,3,1,4,7,57.14%,0,0,0,0,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0919,1,0,1,1,100.00%,0,0,0,0,0,0,0,0
President and Vice President,0920,41,13,54,79,68.35%,0,0,0,1,0,0,0,0
President and Vice President,0921,27,6,33,61,54.10%,0,0,0,0,0,0,0,0
President and Vice President,0922,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0923,2336,350,2686,3536,75.96%,0,0,0,25,0,0,0,0
President and Vice President,0924,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0925,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0926,550,149,699,967,72.29%,0,0,0,1,0,0,0,0
President and Vice President,0927,973,173,1146,1771,64.71%,1,0,0,8,0,0,0,0
President and Vice President,0928,4,1,5,7,71.43%,0,0,0,0,0,0,0,0
President and Vice President,0929,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0930,217,83,300,606,49.50%,0,0,0,0,0,0,0,0
President and Vice President,0931,87,28,115,141,81.56%,0,0,0,4,0,0,0,0
President and Vice President,0932,0,1,1,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0933,297,93,390,668,58.38%,0,0,0,1,0,0,0,0
President and Vice President,0934,9,4,13,37,35.14%,0,0,0,0,0,0,0,0
President and Vice President,0935,12,9,21,55,38.18%,0,0,0,1,0,0,0,0
President and Vice President,0936,23,9,32,76,42.11%,0,0,0,0,0,0,0,0
President and Vice President,0937,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0938,72,19,91,255,35.69%,0,0,0,0,0,0,0,0
President and Vice President,0939,1,1,2,4,50.00%,0,0,0,0,0,0,0,0
President and Vice President,0940,9,3,12,28,42.86%,0,0,0,0,0,0,0,0
President and Vice President,0941,287,144,431,870,49.54%,0,0,0,2,0,0,0,0
President and Vice President,0942,103,16,119,152,78.29%,0,0,0,0,0,0,0,0
President and Vice President,0943,192,28,220,774,28.42%,0,0,0,0,0,0,0,0
President and Vice President,0944,1,0,1,1,100.00%,0,0,0,0,0,0,0,0
President and Vice President,0945,8,6,14,21,66.67%,0,0,0,0,0,0,0,0
President and Vice President,0946,4,2,6,14,42.86%,0,0,0,0,0,0,0,0
President and Vice President,0947,429,198,627,820,76.46%,0,0,0,5,0,0,0,0
President and Vice President,0948,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0949,84,61,145,210,69.05%,0,0,0,0,0,0,0,0
President and Vice President,0950,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0951,114,62,176,304,57.89%,0,0,0,0,0,0,0,0
President and Vice President,0952,33,15,48,65,73.85%,0,0,0,2,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0953,4,0,4,8,50.00%,0,0,0,0,0,0,0,0
President and Vice President,0954,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0955,3551,572,4123,5108,80.72%,0,0,0,47,0,0,0,0
President and Vice President,0956,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0957,284,39,323,585,55.21%,0,0,0,0,0,0,0,0
President and Vice President,0958,431,231,662,1202,55.07%,0,0,0,0,0,0,0,0
President and Vice President,0959,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0960,831,235,1066,1471,72.47%,0,0,0,6,0,0,0,0
President and Vice President,0961,823,318,1141,2369,48.16%,0,0,0,1,0,0,0,0
President and Vice President,0962,33,12,45,88,51.14%,0,0,0,0,0,0,0,0
President and Vice President,0963,225,91,316,528,59.85%,0,0,1,1,0,0,0,0
President and Vice President,0964,2152,325,2477,3179,77.92%,0,0,0,23,0,0,0,0
President and Vice President,0965,102,35,137,345,39.71%,0,0,0,0,0,0,0,0
President and Vice President,0966,368,189,557,1332,41.82%,0,0,0,1,0,0,0,0
President and Vice President,0967,82,24,106,186,56.99%,0,0,0,2,0,0,0,0
President and Vice President,0968,455,127,582,906,64.24%,0,0,0,1,0,0,0,0
President and Vice President,0969,299,71,370,624,59.29%,0,0,0,0,0,0,0,0
President and Vice President,0970,224,102,326,810,40.25%,0,0,0,0,0,0,0,0
President and Vice President,0971,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0972,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0973,506,138,644,999,64.46%,0,0,0,4,0,0,0,0
President and Vice President,0974,0,1,1,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0975,104,26,130,190,68.42%,0,0,0,0,0,0,0,0
President and Vice President,0976,190,152,342,712,48.03%,0,0,0,0,0,0,0,0
President and Vice President,0977,160,108,268,617,43.44%,0,0,0,0,0,0,0,0
President and Vice President,0978,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0979,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0980,687,333,1020,1412,72.24%,0,0,0,3,0,0,0,0
President and Vice President,0981,12,2,14,31,45.16%,0,0,0,0,0,0,0,0
President and Vice President,0982,1904,501,2405,2916,82.48%,0,0,0,17,0,0,0,0
President and Vice President,0983,65,17,82,198,41.41%,0,0,0,0,0,0,0,0
President and Vice President,0984,76,57,133,341,39.00%,0,0,0,0,0,0,0,0
President and Vice President,0985,224,56,280,355,78.87%,0,0,2,0,0,0,0,0
President and Vice President,0986,154,78,232,537,43.20%,0,0,0,1,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Laurence Kotlikoffl Edward Leamer,Jonathan Lee] Jeffrey Erskine,Michael A. Maturen I Juan A. Munoz,Evan McMullinl Nathan Johnson,Monica Mooreheadl Lamont Lilly,Robert Morrow] Todd Sanders,Emidio Soltysikl Angela Walker,Dale Steffes I Paul E. Case
President and Vice President,0987,478,130,608,1183,51.39%,0,0,0,0,0,0,0,0
President and Vice President,0988,62,15,77,117,65.81%,0,0,0,0,0,0,0,0
President and Vice President,0989,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0990,5,6,11,66,16.67%,0,0,0,0,0,0,0,0
President and Vice President,0991,0,1,1,2,50.00%,0,0,0,0,0,0,0,0
President and Vice President,0992,456,106,562,1075,52.28%,0,0,0,2,0,0,0,0
President and Vice President,0993,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0994,56,12,68,75,90.67%,0,0,0,0,0,0,0,0
President and Vice President,0995,754,193,947,1576,60.09%,0,0,0,1,0,0,0,0
President and Vice President,0996,404,70,474,708,66.95%,0,0,0,1,0,0,0,0
President and Vice President,0997,525,283,808,1909,42.33%,0,0,0,2,0,0,0,0
President and Vice President,0998,24,12,36,68,52.94%,0,0,0,0,0,0,0,0
President and Vice President,0999,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1000,123,22,145,428,33.88%,0,0,0,0,0,0,0,0
President and Vice President,1001,519,280,799,1654,48.31%,0,0,0,0,0,0,0,0
President and Vice President,1002,481,270,751,1804,41.63%,0,0,0,1,0,0,0,0
President and Vice President,1003,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1004,351,114,465,691,67.29%,0,0,0,2,0,0,0,0
President and Vice President,1005,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1006,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1007,696,306,1002,1775,56.45%,0,0,0,0,0,0,0,0
President and Vice President,1008,620,107,727,1011,71.91%,0,0,0,1,0,0,0,0
President and Vice President,1009,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1010,293,96,389,647,60.12%,0,0,0,0,0,0,0,0
President and Vice President,1011,9,6,15,31,48.39%,0,0,0,0,0,0,0,0
President and Vice President,1012,545,362,907,1633,55.54%,0,0,0,0,0,0,0,0
President and Vice President,Totals:,985571,353327,1338898,2182980,168,2,208,5647,21,7,6,9
